Facility Name,Activity Date,Service,Violation Description,Grade,Location
BLOSSOM BEE,10/30/2012,111,Adequate handwashing facilities supplied & accessi,G,"7335 VILLAGE PKWY
DUBLIN, CA
(37.712926173708944, -121.92733701247111)"
BLUE AGAVE CLUB,9/25/2012,111,Proper hot and cold holding temperatures,G,"625 MAIN ST
PLEASANTON, CA
(37.66186443338654, -121.87521955766732)"
BLUE AND GOLD LIQUOR,9/18/2012,111,Adequate handwashing facilities supplied & accessi,G,"1811 14TH AVE
OAKLAND, CA
(37.79213122933061, -122.24255663375516)"
BLUE BIRD II COCKTAILS,8/15/2012,111,Equipment/Utensils - approved installed clean g,G,"390 WINTON AVE
HAYWARD, CA
(37.662763755415824, -122.08495044812037)"
BLUE BIRD LIQUORS,8/13/2012,111,Food storage food storage containers identified,G,"3431 SAN PABLO AVE
OAKLAND, CA
(37.8256939274641, -122.27825072509808)"
BLUE BOTTLE COFFEE,9/6/2012,111,Demonstration of knowledge food manager certifica,G,"300 WEBSTER ST
OAKLAND, CA
(37.79601630049723, -122.27330445393693)"
BLUE DISH CAFE,11/27/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"2956 TEAGARDEN ST
SAN LEANDRO, CA
(37.70483218756425, -122.15471872993706)"
BLUE DOT CAFE AND COFFEE BAR,10/30/2012,111,Proper hot and cold holding temperatures,G,"1910 ENCINAL AVE
ALAMEDA, CA
(37.766815314205815, -122.25410392861141)"
BLUE OAK,7/18/2012,111,Proper hot and cold holding temperatures,G,"1000 OAK ST
OAKLAND, CA
(37.79830776185754, -122.26449604744688)"
BLUEFIN SUSHI THAI,10/3/2012,111,Food contact surfaces: clean and sanitized,G,"3211 ENCINAL AVE
ALAMEDA, CA
(37.75594251087159, -122.23349146769982)"
BOATHOUSE TAVERN,11/15/2012,111,Food contact surfaces: clean and sanitized,G,"2030 CLEMENT ST
ALAMEDA, CA
(37.7737023102093, -122.24734541035389)"
BOB'S GIANT BURGERS,10/29/2012,111,"Toilet facilities: properly constructed, supplied,",G,"40720 FREMONT BLVD
FREMONT, CA
(37.535255799464366, -121.9632165973716)"
BODI'S JAVA,8/6/2012,111,Nonfood-contact surfaces clean,G,"3803 E CASTRO VALLEY BLVD
CASTRO VALLEY, CA
(37.69532514542377, -122.05209110838287)"
BOHANNON MIDDLE SCHOOL,9/4/2012,111,Food contact surfaces: clean and sanitized,G,"800 BOCKMAN RD
SAN LORENZO, CA
(37.671058549044, -122.12561931878592)"
BOMBAY NICK'S CHAI BAR,9/27/2012,111,Adequate handwashing facilities supplied & accessi,G,"4010 EAST AVE
LIVERMORE, CA
(37.67995066285454, -121.74825891975149)"
BOMBAY PIZZA HOUSE,9/17/2012,111,Demonstration of knowledge food manager certifica,G,"31871 ALVARADO BLVD
UNION CITY, CA
(37.59042300759542, -122.07104144858923)"
BOOKMARK CAFE,10/9/2012,111,"Toxic substances properly identified, stored, used",G,"300 ESTUDILLO AVE
SAN LEANDRO, CA
(37.725735695940216, -122.15347649616221)"
BORGO ITALIA,11/28/2012,111,Demonstration of knowledge food manager certifica,G,"499 9TH ST
OAKLAND, CA
(37.80130355185698, -122.27456696449431)"
BOSCO'S BONES AND BREW,10/16/2012,111,Adequate handwashing facilities supplied & accessi,G,"11922- MAIN ST
SUNOL, CA
(37.593982743156175, -121.88778954105707)"
BOSTON MARKET #1297,7/24/2012,111,Hands clean and properly washed gloves used prope,G,"5152 BROADWAY
OAKLAND, CA
(37.83530485462856, -122.25165647487611)"
BOSTON MARKET #994,10/15/2012,111,"Equipment, utensils and linens: storage and use",G,"3966 MOWRY AVE
FREMONT, CA
(37.54879000052205, -121.98809789466301)"
BOULEVARD BURGER 2,9/19/2012,111,Demonstration of knowledge food manager certifica,G,"3714 CASTRO VALLEY BLVD
CASTRO VALLEY, CA
(37.69470767389657, -122.0710019634459)"
BOWL'D,9/18/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"1479 SOLANO AVE
ALBANY, CA
(37.89089477458833, -122.28827816572476)"
BREAD OF LIFE,10/26/2012,111,Food contact surfaces: clean and sanitized,G,"530 8TH ST
OAKLAND, CA
(37.801003480064765, -122.27569476580587)"
BRIDGEPOINT HIGH SCHOOL,9/25/2012,111,"Equipment, utensils and linens: storage and use",G,"35763 CEDAR BLVD
NEWARK, CA
(37.55068793933722, -122.0384656316536)"
BRIER ELEMENTARY,11/9/2012,111,Adequate handwashing facilities supplied & accessi,G,"39201 SUNDALE DR
FREMONT, CA
(37.53981557419693, -121.98462659199942)"
BROADWAY BURRITO,11/14/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"4027 BROADWAY
OAKLAND, CA
(37.82785151182755, -122.25657995826205)"
BROADWAY UNION 76,11/14/2012,111,Demonstration of knowledge food manager certifica,G,"3943 BROADWAY
OAKLAND, CA
(37.82733968677775, -122.25686484724133)"
BRONCO BILLY'S PIZZA PALACE,10/17/2012,111,Plumbing proper backflow devices,G,"41200 BLACOW RD
FREMONT, CA
(37.522487505285596, -121.97075453683982)"
BRONCO BILLYS PIZZA PALACE,8/23/2012,111,Food storage food storage containers identified,G,"26775 HAYWARD BLVD
HAYWARD, CA
(37.65582998256991, -122.04850991949314)"
BROTHER'S KITCHEN,10/9/2012,131,Adequate handwashing facilities supplied & accessi,G,"3000 SAN PABLO AVE
OAKLAND, CA
(37.821089398674076, -122.276559999683)"
BROTHERS MARKET,8/22/2012,111,Food separated and protected,G,"2837 MARTIN L KING JR WAY
OAKLAND, CA
(37.80505999961946, -122.27301999967312)"
BROWN COUCH CAFE,9/12/2012,111,Demonstration of knowledge food manager certifica,G,"340 14TH ST
OAKLAND, CA
(37.803336460504134, -122.26854528433122)"
BRUNETTE LIQUORS,7/11/2012,111,Adequate handwashing facilities supplied & accessi,G,"25516 MISSION BLVD
HAYWARD, CA
(37.65553320630028, -122.07018358039926)"
BRUNO'S ITALIAN CUISINE,9/6/2012,111,"Food in good condition, safe and unadulterated",G,"2133 FIRST ST
LIVERMORE, CA
(37.68133475532085, -121.76956720566511)"
BUBBLY TOTS LEARNING CENTER,10/29/2012,111,Adequate handwashing facilities supplied & accessi,G,"963 MANOR BLVD
SAN LEANDRO, CA
(37.69143601547024, -122.14723698330732)"
BUCKHORN GRILL,7/12/2012,111,Proper hot and cold holding temperatures,G,"2245 STONERIDGE MALL RD
PLEASANTON, CA
(37.65803000018451, -121.87721999990293)"
BUDDHA'S BELLY CHINESE RESTAURANT,10/2/2012,111,Adequate handwashing facilities supplied & accessi,G,"3335 CASTRO VALLEY BLVD
CASTRO VALLEY, CA
(37.69555303660411, -122.07780983120773)"
BUFFALO WILD WINGS GRILL & BAR,10/31/2012,111,Personal cleanliness and hair restraints,G,"3712 DUBLIN BLVD
DUBLIN, CA
(37.70542427858072, -121.86648106942988)"
BUNKER ELEMENTARY SCHOOL,10/5/2012,111,Food contact surfaces: clean and sanitized,G,"6071 SMITH AVE
NEWARK, CA
(37.528998299616376, -122.01529660084837)"
BURBANK ELEMENTARY SCHOOL CAFETERIA,9/6/2012,111,Signs posted last inspection report available,G,"222 BURBANK ST
HAYWARD, CA
(37.66554880845401, -122.09544314852926)"
BURGER KING,9/18/2012,111,"No rodents, insects, birds, or animals",G,"2200 OTIS DR
ALAMEDA, CA
(37.75950382610762, -122.25169374557288)"
BURGER KING   #13284,7/23/2012,111,Proper hot and cold holding temperatures,G,"1541 e 12TH ST
OAKLAND, CA
(37.787839612126454, -122.24559902306052)"
BURGER KING #10833,7/12/2012,111,Signs posted last inspection report available,G,"1934 DAVIS ST
SAN LEANDRO, CA
(37.71803653778393, -122.18128308231583)"
BURGER KING #13768,7/18/2012,111,Demonstration of knowledge food manager certifica,G,"31361 ALVARADO-NILES RD
UNION CITY, CA
(37.59821042015267, -122.06533623466134)"
BURGER KING #2152,7/20/2012,111,Equipment/Utensils - approved installed clean g,G,"15050 E 14TH ST
SAN LEANDRO, CA
(37.705112829775544, -122.12828877671234)"
BURGER KING #2795,10/29/2012,111,Thermometers provided and accurate,G,"5315 HOPYARD RD
PLEASANTON, CA
(37.69927622980538, -121.9048971846342)"
BURGER KING #5325,7/27/2012,111,"Food in good condition, safe and unadulterated",G,"4424 BROADWAY
OAKLAND, CA
(37.832636693530276, -122.2534654099706)"
BURGER KING #5792,8/2/2012,111,"Equipment, utensils and linens: storage and use",G,"5701 CHRISTIE AVE
EMERYVILLE, CA
(37.83678256808537, -122.29379100976439)"
BURGER KING #7426,8/27/2012,111,Demonstration of knowledge food manager certifica,G,"26251 HESPERIAN BLVD
HAYWARD, CA
(37.63795146062745, -122.10115623108834)"
BURGER KING #8387,8/20/2012,111,Thermometers provided and accurate,G,"6921 REGIONAL ST
DUBLIN, CA
(37.70215542302195, -121.93321402507904)"
BURGER KING #977,7/16/2012,111,Nonfood-contact surfaces clean,G,"2757 CASTRO VALLEY BLVD
CASTRO VALLEY, CA
(37.69459445807568, -122.08540144545225)"
"BURGER KING, #2361",11/9/2012,111,Food contact surfaces: clean and sanitized,G,"5245 MOWRY AVE
FREMONT, CA
(37.53460137302028, -121.99987458414859)"
"BURGER KING, #3748",9/25/2012,111,Nonfood-contact surfaces clean,G,"3996 WASHINGTON BLVD
FREMONT, CA
(37.53273290489377, -121.95859726264936)"
BURGERMEISTER,7/10/2012,111,Demonstration of knowledge food manager certifica,G,"2319 CENTRAL AVE
ALAMEDA, CA
(37.764477076929666, -122.2434019964627)"
BURKE ACADEMY,11/27/2012,111,Proper hot and cold holding temperatures,G,"612 W A ST
HAYWARD, CA
(37.665956584457874, -122.1118141331352)"
C & A MINI MART & DELI,11/27/2012,111,Demonstration of knowledge food manager certifica,G,"128 S VASCO RD
LIVERMORE, CA
(37.705806964948884, -121.72236580771497)"
C U R A,10/16/2012,111,Proper hot and cold holding temperatures,G,"531 24TH ST
OAKLAND, CA
(37.813562073288836, -122.26942837599069)"
CAFE 15,9/11/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"597 15TH ST
OAKLAND, CA
(37.80631478958018, -122.27429165134235)"
CAFE AU LAIT,8/8/2012,111,Nonfood-contact surfaces clean,G,"3215 ENCINAL AVE
ALAMEDA, CA
(37.75595692316901, -122.23346795992059)"
CAFE BON APPETIT AT ORACLE,8/28/2012,111,Proper hot and cold holding temperatures,G,"5815 OWENS DR
PLEASANTON, CA
(37.699299978613524, -121.89110708606836)"
CAFE CENTRAL,8/3/2012,111,Proper hot and cold holding temperatures,G,"2300 CENTRAL AVE
ALAMEDA, CA
(37.76467492777613, -122.2439775625615)"
CAFE DE LAGNIAPPE,7/9/2012,111,Nonfood-contact surfaces clean,G,"24100 AMADOR ST
HAYWARD, CA
(37.65893941814428, -122.09460635958524)"
CAFE JENNY,9/17/2012,111,Proper hot and cold holding temperatures,G,"578 14TH ST
OAKLAND, CA
(37.805593749364206, -122.27426089570491)"
CAFE JOLIE,10/2/2012,111,Adequate handwashing facilities supplied & accessi,G,"1500 WEBSTER ST
ALAMEDA, CA
(37.773479290442936, -122.27674885730914)"
CAFE LE BISTRO,8/9/2012,111,Proper hot and cold holding temperatures,G,"433 HEGENBERGER RD
OAKLAND, CA
(37.736441344262765, -122.1971359091527)"
CAFE LIZZI,8/15/2012,111,Demonstration of knowledge food manager certifica,G,"461 2ND ST
OAKLAND, CA
(37.796151198801624, -122.27670389120772)"
CAFE MAIN,10/2/2012,111,Adequate handwashing facilities supplied & accessi,G,"401 MAIN ST
PLEASANTON, CA
(37.659542109151644, -121.87645267473476)"
CAFE SORRISO,11/27/2012,111,Adequate handwashing facilities supplied & accessi,G,"1501 WASHINGTON AVE
SAN LEANDRO, CA
(37.72287443985425, -122.15505260030426)"
CAFE TAPIOCA,9/5/2012,111,Adequate handwashing facilities supplied & accessi,G,"7160 REGIONAL ST
DUBLIN, CA
(37.703576614039086, -121.93407485850113)"
CAFE VAN KLEEF,8/21/2012,111,Adequate handwashing facilities supplied & accessi,G,"1621 TELEGRAPH AVE
OAKLAND, CA
(37.8062721393288, -122.27046796919328)"
CAFE VASILIKI,8/30/2012,111,Adequate ventilation and lighting designated area,G,"25202 HESPERIAN BLVD
HAYWARD, CA
(37.643518263988824, -122.10428587175028)"
CAFFE 817,11/28/2012,111,Plumbing proper backflow devices,G,"817 WASHINGTON ST
OAKLAND, CA
(37.80081846723739, -122.2749873713567)"
CAFFE CARIBE,8/23/2012,111,Food contact surfaces: clean and sanitized,G,"26775 HAYWARD BLVD
HAYWARD, CA
(37.65582998256991, -122.04850991949314)"
CAFFINO,11/5/2012,111,Adequate handwashing facilities supplied & accessi,G,"6730 SANTA RITA RD
PLEASANTON, CA
(37.69936797642239, -121.87205754238732)"
CAKE DELIGHT,7/12/2012,111,Plumbing proper backflow devices,G,"147 N LIVERMORE AVE
LIVERMORE, CA
(37.68375348388756, -121.76979224663665)"
CALIFORNIA BAGELS,10/11/2012,111,Demonstration of knowledge food manager certifica,G,"6700 SANTA RITA RD
PLEASANTON, CA
(37.69947408065184, -121.87204495090384)"
CALIFORNIA GYRO & PIZZA,9/18/2012,111,Proper hot and cold holding temperatures,G,"29587 MISSION BLVD
HAYWARD, CA
(37.63039846197043, -122.04793133647426)"
CALLIPPE PRESERVE GOLF COURSE,8/9/2012,111,Food contact surfaces: clean and sanitized,G,"8500 CLUBHOUSE DR
PLEASANTON, CA
(37.62674512977904, -121.86046146716554)"
CALSTATE UNVSTY EAST BAY DINING CMN,11/13/2012,111,Equipment/Utensils - approved installed clean g,G,"25800 CARLOS BEE BLVD
HAYWARD, CA
(37.65892004126538, -122.0626213675082)"
CAM HUONG,9/18/2012,111,Demonstration of knowledge food manager certifica,G,"702 INTERNATIONAL BLVD
OAKLAND, CA
(37.79422569971751, -122.25201464152667)"
CAMINO RESTAURANT,10/16/2012,111,"Food in good condition, safe and unadulterated",G,"3917 GRAND AVE
OAKLAND, CA
(37.81831948682384, -122.24489487103136)"
CAMPANELLA RESTAURANT,10/16/2012,111,Proper hot and cold holding temperatures,G,"34903 NEWARK BLVD
NEWARK, CA
(37.5508540422051, -122.05045252122184)"
CAMPO DI BOCCE OF LIVERMORE,8/7/2012,111,Proper hot and cold holding temperatures,G,"175 E VINEYARD AVE
LIVERMORE, CA
(37.65144129106693, -121.8038943275235)"
CANTON EXPRESS,11/29/2012,111,Proper cooling methods,G,"14799 WASHINGTON AVE
SAN LEANDRO, CA
(37.69680309422483, -122.13927849191037)"
CANTON VILLAGE RESTAURANT,8/24/2012,111,Proper hot and cold holding temperatures,G,"1100 E STANLEY BLVD
LIVERMORE, CA
(37.67896596616265, -121.78249136346832)"
CANYON MIDDLE SCHOOL,9/5/2012,111,Equipment/Utensils - approved installed clean g,G,"19600 CULL CANYON RD
CASTRO VALLEY, CA
(37.70375208493215, -122.05491768299726)"
CANYON WAY CAFE,7/10/2012,111,Proper hot and cold holding temperatures,G,"11555 DUBLIN CANYON RD
PLEASANTON, CA
(37.69773500429454, -121.93982283210366)"
CARDEL CATERING,10/11/2012,111,Signs posted last inspection report available,G,"2402 LINCOLN AVE
ALAMEDA, CA
(37.76613277004165, -122.24003671393554)"
CARL'S JR,8/24/2012,111,Food separated and protected,G,"871 MARINA VILLAGE PKWY
ALAMEDA, CA
(37.78261925033705, -122.27327291230415)"
CARL'S JR #455,8/22/2012,111,"Food in good condition, safe and unadulterated",G,"39901 BALENTINE DR
NEWARK, CA
(37.521781003703055, -121.99218802306667)"
CARL'S JR #540,7/17/2012,111,Equipment/Utensils - approved installed clean g,G,"5670 THORNTON AVE
NEWARK, CA
(37.541006383792705, -122.02722826184882)"
CARL'S JR #7084,8/3/2012,111,Proper hot and cold holding temperatures,G,"20550 MISSION BLVD
HAYWARD, CA
(37.68539069767303, -122.10025690905906)"
CARL'S JR #7772,9/24/2012,111,Adequate handwashing facilities supplied & accessi,G,"2860 KITTY HAWK RD
LIVERMORE, CA
(37.699814947118185, -121.8172227355007)"
CARL'S JR.,9/24/2012,111,Adequate handwashing facilities supplied & accessi,G,"1550 N VASCO RD
LIVERMORE, CA
(37.718268840467985, -121.72416709360714)"
CARMEN & FAMILY BBQ,10/18/2012,131,Signs posted last inspection report available,G,"41986 FREMONT BLVD
FREMONT, CA
(37.52495667847061, -121.95767069271454)"
CARRIAGE TRADE LIQUORS,8/21/2012,111,"Toilet facilities: properly constructed, supplied,",G,"350 E 18TH ST
OAKLAND, CA
(37.799453696315055, -122.25140466531661)"
CARROWS RESTAURANT #110,7/27/2012,111,Food storage food storage containers identified,G,"15011 HESPERIAN BLVD
SAN LEANDRO, CA
(37.705490545027885, -122.13006044111006)"
CARROWS RESTAURANT #182,11/5/2012,111,Adequate ventilation and lighting designated area,G,"405 HEGENBERGER RD
OAKLAND, CA
(37.73622296853405, -122.19720870106225)"
CARRY OUTEE CHINESE FOOD,9/14/2012,111,Proper hot and cold holding temperatures,G,"20936 MISSION BLVD
HAYWARD, CA
(37.683813852886885, -122.0982618303726)"
CASA LUCAS TAKE-OUT,11/9/2012,111,Food contact surfaces: clean and sanitized,G,"16684 E 14TH ST
SAN LEANDRO, CA
(37.692237978023726, -122.10990481832042)"
CASA MEXICO,10/5/2012,131,Proper hot and cold holding temperatures,G,"4076 EAST AVE
LIVERMORE, CA
(37.67995066285454, -121.74741594610613)"
CASA REAL,8/8/2012,111,Food separated and protected,G,"410 VINEYARD AVE
PLEASANTON, CA
(37.65413431098029, -121.81108195070684)"
CASA VALLARTA RESTAURANT,11/7/2012,111,Proper hot and cold holding temperatures,G,"1910 PARK BLVD
OAKLAND, CA
(37.79994044251349, -122.24968295366011)"
CASINO 580,9/25/2012,111,Hands clean and properly washed gloves used prope,G,"962 NORTH CANYON PKWY
LIVERMORE, CA
(37.70270178327826, -121.82231351663633)"
CASPER'S HOT DOGS,7/10/2012,111,Adequate ventilation and lighting designated area,G,"545 SAN PABLO AVE
ALBANY, CA
(37.89570614744508, -122.30066183006824)"
CASSE-CROUTE BAKERY,7/12/2012,111,Food contact surfaces: clean and sanitized,G,"50 S LIVERMORE AVE
LIVERMORE, CA
(37.68270419100928, -121.76901766877)"
CASTLEWOOD CC RESTAURANT & GRILL,8/9/2012,111,Food contact surfaces: clean and sanitized,G,"707 COUNTRY CLUB CIR
PLEASANTON, CA
(37.63651133330771, -121.89467089681163)"
CASTRO VALLEY ADULT SCHOOL,9/20/2012,111,Adequate handwashing facilities supplied & accessi,G,"4430 ALMA AVE
CASTRO VALLEY, CA
(37.70776018936181, -122.07164000862653)"
CASTRO VALLEY HEALTHCARE CENTER,8/21/2012,111,Nonfood-contact surfaces clean,G,"20259 LAKE CHABOT RD
CASTRO VALLEY, CA
(37.69702792473214, -122.08699190912688)"
CASTRO VALLEY HS  CAFETERIA,9/18/2012,111,Food contact surfaces: clean and sanitized,G,"19400 SANTA MARIA AVE
CASTRO VALLEY, CA
(37.70467216198119, -122.07854727527172)"
CASTRO VALLEY SCHOOL,10/1/2012,111,Food storage food storage containers identified,G,"20185 SAN MIGUEL AVE
CASTRO VALLEY, CA
(37.69817502096955, -122.08103297087128)"
CATERED TO YOU,8/7/2012,111,Demonstration of knowledge food manager certifica,G,"1711 TELEGRAPH AVE
OAKLAND, CA
(37.80700576444977, -122.27029215187375)"
CATHEDRAL OF CHRIST MAIN KITCHEN,11/5/2012,111,Adequate handwashing facilities supplied & accessi,G,"2121 HARRISON ST
OAKLAND, CA
(37.810747195337115, -122.26253057602594)"
CATHEDRAL OF CHRIST PARISH KITCHEN,11/5/2012,111,Adequate handwashing facilities supplied & accessi,G,"2121 HARRISON ST
OAKLAND, CA
(37.810747195337115, -122.26253057602594)"
CATO'S ALE HOUSE,10/8/2012,111,Adequate handwashing facilities supplied & accessi,G,"3891 PIEDMONT AVE
OAKLAND, CA
(37.82486655119715, -122.25449063708396)"
CENTRAL VEGETARIAN CUISINE,11/19/2012,111,Hot and cold water available,G,"1613 PARK ST
ALAMEDA, CA
(37.76698554874114, -122.24057840713327)"
CENTRO INFANTIL DE LA RAZA,10/25/2012,111,Demonstration of knowledge food manager certifica,G,"2660 E 16TH ST
OAKLAND, CA
(37.78245452429536, -122.23000209822612)"
CENTURY HOUSE & GARDENS,10/17/2012,111,Adequate handwashing facilities supplied & accessi,G,"37447 FREMONT BLVD
FREMONT, CA
(37.55746213900511, -122.00562125191578)"
CENTURY THEATRES #1009,9/10/2012,111,"Food in good condition, safe and unadulterated",G,"1069 B ST
HAYWARD, CA
(37.67363989343422, -122.08141073177578)"
CENTURYPACIFIC COMMONS,8/7/2012,111,Proper hot and cold holding temperatures,G,"43917 PACIFIC COMMONS BLVD
FREMONT, CA
(37.550910000296426, -121.98217000044502)"
CHAAT BHAVAN,10/24/2012,131,Proper hot and cold holding temperatures,G,"5355 MOWRY AVE
FREMONT, CA
(37.53263402402316, -122.00143175112495)"
CHABOT CINEMA,11/6/2012,111,Food contact surfaces: clean and sanitized,G,"2853 CASTRO VALLEY BLVD
CASTRO VALLEY, CA
(37.69511345516948, -122.08350732052095)"
CHABOT SCHOOL,9/24/2012,111,"Approved thawing methods used, frozen food",G,"19104 LAKE CHABOT RD
CASTRO VALLEY, CA
(37.70709782087047, -122.09015676295888)"
CHADBOURNE,11/1/2012,111,Proper hot and cold holding temperatures,G,"801 PLYMOUTH AVE
FREMONT, CA
(37.542149040134156, -121.93996900892368)"
CHANG'S GOURMET CHINESE RESTAURANT,10/10/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"1057 MACARTHUR BLVD
SAN LEANDRO, CA
(37.73211947031547, -122.13974613936563)"
CHAO THAI,9/11/2012,111,Demonstration of knowledge food manager certifica,G,"482 LAKE PARK AVE
OAKLAND, CA
(37.810966744437856, -122.2474661235364)"
CHAPLINS SPORTS BISTRO,11/15/2012,111,Adequate handwashing facilities supplied & accessi,G,"29200 KOHOUTEK WAY
UNION CITY, CA
(37.60862858946173, -122.0827516047243)"
CHASE SUITE HOTEL,11/2/2012,111,Food contact surfaces: clean and sanitized,G,"39150 CEDAR BLVD
NEWARK, CA
(37.52409729171808, -122.00591802818548)"
CHAVEZ SUPERMARKET,7/20/2012,111,Demonstration of knowledge food manager certifica,G,"1157 W TENNYSON RD
HAYWARD, CA
(37.6314628006868, -122.07679624149698)"
CHAVEZ SUPERMARKET #9,7/16/2012,111,Equipment/Utensils - approved installed clean g,G,"24601 MISSION BLVD
HAYWARD, CA
(37.66288066727964, -122.07599320070852)"
